userid,probability
56287,0.01552025880664587
56288,0.019165046513080597
56289,0.010462665930390358
56290,0.003970996476709843
56291,0.004027597140520811
56292,0.02558397315442562
56293,0.003834410337731242
56294,0.03742435947060585
56295,0.00427925493568182
56296,0.033434346318244934
56297,0.020472122356295586
56298,0.0033429323229938745
56299,0.016825813800096512
56300,0.00406830757856369
56301,0.017352208495140076
56302,0.02423025108873844
56303,0.03805481269955635
56304,0.003719792701303959
56305,0.02226981148123741
56306,0.0033230658154934645
56307,0.002596602076664567
56308,0.0077937147580087185
56309,0.036119069904088974
56310,0.03017912432551384
56311,0.03481419384479523
56312,0.0031438879668712616
56313,0.003632381558418274
56314,0.005999723915010691
56315,0.00398607924580574
56316,0.021845974028110504
56317,0.02549019269645214
56318,0.022694673389196396
56319,0.02115960419178009
56320,0.0037181794177740812
56321,0.02734307199716568
56322,0.030967243015766144
56323,0.01821298338472843
56324,0.02391631528735161
56325,0.0030151717364788055
56326,0.031518109142780304
56327,0.014633026905357838
56328,0.022049352526664734
56329,0.029433391988277435
56330,0.00423398707062006
56331,0.020191578194499016
56332,0.00460788793861866
56333,0.025746632367372513
56334,0.005330950953066349
56335,0.006711888592690229
56336,0.004396393895149231
56337,0.03487427160143852
56338,0.0035758111625909805
56339,0.003042574506253004
56340,0.008969706483185291
56341,0.007613074965775013
56342,0.002869706368073821
56343,0.025250986218452454
56344,0.046614184975624084
56345,0.02301856502890587
56346,0.0044436329044401646
56347,0.0027194523718208075
56348,0.0028025242500007153
56349,0.024046584963798523
56350,0.004459185525774956
56351,0.008924487046897411
56352,0.04821597784757614
56353,0.003542267717421055
56354,0.0060484278947114944
56355,0.003085005795583129
56356,0.00397068914026022
56357,0.013694056309759617
56358,0.004412773065268993
56359,0.04019341245293617
56360,0.028719646856188774
56361,0.01435498520731926
56362,0.015542450360953808
56363,0.035888753831386566
56364,0.0033831398468464613
56365,0.015267981216311455
56366,0.007982861250638962
56367,0.06748184561729431
56368,0.0023249592632055283
56369,0.008859138004481792
56370,0.015436114743351936
56371,0.004271222744137049
56372,0.024932583793997765
56373,0.019428452476859093
56374,0.03635609522461891
56375,0.004446055274456739
56376,0.035967521369457245
56377,0.00570702226832509
56378,0.02935703471302986
56379,0.006015344988554716
56380,0.0036451832856982946
56381,0.0046019647270441055
56382,0.029656201601028442
56383,0.020865021273493767
56384,0.003589403349906206
56385,0.003474739845842123
56386,0.003995942883193493
56387,0.004580986686050892
56388,0.02155274711549282
56389,0.028482981026172638
56390,0.019384801387786865
56391,0.02024168334901333
56392,0.0029302460607141256
56393,0.0037664156407117844
56394,0.030544105917215347
56395,0.025382237508893013
56396,0.023922543972730637
56397,0.006000167690217495
56398,0.02448161318898201
56399,0.028395531699061394
56400,0.0291040800511837
56401,0.005047820508480072
56402,0.02531878836452961
56403,0.003953846171498299
56404,0.00430741161108017
56405,0.01512855477631092
56406,0.00440532760694623
56407,0.01650908961892128
56408,0.01639424078166485
56409,0.010866407305002213
56410,0.0064298417419195175
56411,0.004005393944680691
56412,0.0023813059087842703
56413,0.019162720069289207
56414,0.026997650042176247
56415,0.004151113331317902
56416,0.03724275529384613
56417,0.002558782696723938
56418,0.03691978007555008
56419,0.037920381873846054
56420,0.00368427368812263
56421,0.0025626057758927345
56422,0.0038422388024628162
56423,0.01956104300916195
56424,0.01363107655197382
56425,0.02106419764459133
56426,0.003810654394328594
56427,0.02735789492726326
56428,0.03208741918206215
56429,0.004365869332104921
56430,0.004593425430357456
56431,0.016997789964079857
56432,0.015093198977410793
56433,0.013261458836495876
56434,0.007397826761007309
56435,0.0023472702596336603
56436,0.022874364629387856
56437,0.019908128306269646
56438,0.019413260743021965
56439,0.016072403639554977
56440,0.0032208231277763844
56441,0.006193917244672775
56442,0.024595744907855988
56443,0.012969348579645157
56444,0.056481074541807175
56445,0.0351235494017601
56446,0.0045915637165308
56447,0.004205847159028053
56448,0.003815715666860342
56449,0.004023042041808367
56450,0.005662952549755573
56451,0.021225349977612495
56452,0.010595197789371014
56453,0.02377781644463539
56454,0.002865693299099803
56455,0.01810816302895546
56456,0.027563193812966347
56457,0.013225049711763859
56458,0.0036881824489682913
56459,0.00663234805688262
56460,0.0016524853417649865
56461,0.0026691113598644733
56462,0.028003178536891937
56463,0.0030117433052510023
56464,0.0050458949990570545
56465,0.004471460822969675
56466,0.010468453168869019
56467,0.027320655062794685
56468,0.0018799388781189919
56469,0.008709466084837914
56470,0.003498905338346958
56471,0.005604562349617481
56472,0.027865270152688026
56473,0.005178948398679495
56474,0.0053380937315523624
56475,0.03236347809433937
56476,0.04272974655032158
56477,0.006856945808976889
56478,0.0033053853549063206
56479,0.017613083124160767
56480,0.0031839238945394754
56481,0.0025453835260123014
56482,0.006281333044171333
56483,0.0084147397428751
56484,0.012602108530700207
56485,0.012460281141102314
56486,0.02969731204211712
56487,0.0027038727421313524
56488,0.0025863414630293846
56489,0.015164325945079327
56490,0.004680484998971224
56491,0.008499730378389359
56492,0.01648651994764805
56493,0.014768330380320549
56494,0.005108336452394724
56495,0.0026560022961348295
56496,0.014242220669984818
56497,0.004408618900924921
56498,0.01151849702000618
56499,0.021274173632264137
56500,0.004415685776621103
56501,0.004011828452348709
56502,0.035698357969522476
56503,0.004147308878600597
56504,0.018393624573946
56505,0.0027870170306414366
56506,0.0026298584416508675
56507,0.011861132457852364
56508,0.003083157120272517
56509,0.026907367631793022
56510,0.004880303982645273
56511,0.029881233349442482
56512,0.02544904313981533
56513,0.03573276847600937
56514,0.0349203422665596
56515,0.028941774740815163
56516,0.002584201982244849
56517,0.012332568876445293
56518,0.03894209489226341
56519,0.01910671778023243
56520,0.005249276757240295
56521,0.0026366161182522774
56522,0.005856358911842108
56523,0.003628538455814123
56524,0.04512636736035347
56525,0.023519963026046753
56526,0.00352929113432765
56527,0.008201804012060165
56528,0.006396113429218531
56529,0.035455573350191116
56530,0.015240912325680256
56531,0.003084891475737095
56532,0.040139008313417435
56533,0.004017170984297991
56534,0.0046318587847054005
56535,0.009188534691929817
56536,0.014236331917345524
56537,0.018577128648757935
56538,0.00783978309482336
56539,0.0024036236573010683
56540,0.00285379309207201
56541,0.02421775460243225
56542,0.015792859718203545
56543,0.0035620639100670815
56544,0.005796672776341438
56545,0.024187590926885605
56546,0.0045290314592421055
56547,0.009157197549939156
56548,0.0027941465377807617
56549,0.029584430158138275
56550,0.0279364213347435
56551,0.038018763065338135
56552,0.027349648997187614
56553,0.035400763154029846
56554,0.003134757047519088
56555,0.0066237556748092175
56556,0.02090250514447689
56557,0.004456809256225824
56558,0.021619195118546486
56559,0.0034360524732619524
56560,0.0028682753909379244
56561,0.00297721428796649
56562,0.0029916339553892612
56563,0.0035666448529809713
56564,0.0035183357540518045
56565,0.003988626413047314
56566,0.026522109284996986
56567,0.003540894715115428
56568,0.02560235932469368
56569,0.0029006521217525005
56570,0.030510660260915756
56571,0.002348675625398755
56572,0.0286103505641222
56573,0.03563258424401283
56574,0.043081413954496384
56575,0.005743423942476511
56576,0.0023672194220125675
56577,0.006867627147585154
56578,0.0051514399237930775
56579,0.027595292776823044
56580,0.00342105352319777
56581,0.005105228163301945
56582,0.018617907539010048
56583,0.004669714719057083
56584,0.019664350897073746
56585,0.003998957574367523
56586,0.016075028106570244
56587,0.024099715054035187
56588,0.003771195886656642
56589,0.004620471969246864
56590,0.008508752100169659
56591,0.033736880868673325
56592,0.0036020437255501747
56593,0.0032474403269588947
56594,0.003122852649539709
56595,0.0032935678027570248
56596,0.003380186390131712
56597,0.011944672092795372
56598,0.00743350712582469
56599,0.0037388589698821306
56600,0.007195807993412018
56601,0.033768028020858765
56602,0.004652638453990221
56603,0.0036360558588057756
56604,0.004038673825562
56605,0.003501454833894968
56606,0.0038102599792182446
56607,0.03208444267511368
56608,0.0037918337620794773
56609,0.0024009940680116415
56610,0.022022603079676628
56611,0.0025657510850578547
56612,0.0418333038687706
56613,0.030523834750056267
56614,0.0018314115004613996
56615,0.0033091010991483927
56616,0.023069728165864944
56617,0.004132272209972143
56618,0.026492834091186523
56619,0.004774805624037981
56620,0.028285345062613487
56621,0.021483097225427628
56622,0.06907249242067337
56623,0.03189456835389137
56624,0.004287035204470158
56625,0.0026928791776299477
56626,0.02365986816585064
56627,0.002133813686668873
56628,0.018623199313879013
56629,0.0028730989433825016
56630,0.02018588036298752
56631,0.02843412384390831
56632,0.002785962540656328
56633,0.014385323040187359
56634,0.004906907211989164
56635,0.004261914175003767
56636,0.003408982651308179
56637,0.004303358029574156
56638,0.006510311737656593
56639,0.009889940731227398
56640,0.04038775712251663
56641,0.004645427688956261
56642,0.010804052464663982
56643,0.028254425153136253
56644,0.03595399856567383
56645,0.026524508371949196
56646,0.026488907635211945
56647,0.03222490847110748
56648,0.013961742632091045
56649,0.0031972345896065235
56650,0.012444243766367435
56651,0.005325836129486561
56652,0.003504850436002016
56653,0.010122806765139103
56654,0.0037140182685106993
56655,0.01621551625430584
56656,0.010652837343513966
56657,0.0037655390333384275
56658,0.006588229909539223
56659,0.02881384640932083
56660,0.069671131670475
56661,0.020696837455034256
56662,0.005668709520250559
56663,0.035658638924360275
56664,0.037451837211847305
56665,0.005010160617530346
56666,0.003728562733158469
56667,0.0034254996571689844
56668,0.02883162908256054
56669,0.006273370236158371
56670,0.008018147200345993
56671,0.004388472065329552
56672,0.024612367153167725
56673,0.010356714017689228
56674,0.03910722956061363
56675,0.023973647505044937
56676,0.029228735715150833
56677,0.03358476981520653
56678,0.002967245178297162
56679,0.004390120506286621
56680,0.004354176111519337
56681,0.00561793427914381
56682,0.0032640236895531416
56683,0.0027180213946849108
56684,0.014020880684256554
56685,0.00473445188254118
56686,0.022928349673748016
56687,0.022321626543998718
56688,0.002838390413671732
56689,0.00807345099747181
56690,0.005164329893887043
56691,0.003828849643468857
56692,0.0032845858950167894
56693,0.027949851006269455
56694,0.002731022657826543
56695,0.00453995494171977
56696,0.020157940685749054
56697,0.003045117948204279
56698,0.0034425375051796436
56699,0.005334124900400639
56700,0.004877062980085611
56701,0.029402002692222595
56702,0.03049863502383232
56703,0.00404139282181859
56704,0.03304490074515343
56705,0.0033641064073890448
56706,0.036089468747377396
56707,0.002966138068586588
56708,0.003602870274335146
56709,0.0067018913105130196
56710,0.029722006991505623
56711,0.004308096598833799
56712,0.040917251259088516
56713,0.0035920508671551943
56714,0.0043985904194414616
56715,0.005360577721148729
56716,0.002797963796183467
56717,0.04553050175309181
56718,0.003478175960481167
56719,0.011061644181609154
56720,0.003509559901431203
56721,0.0027492688968777657
56722,0.03152865543961525
56723,0.003899957984685898
56724,0.003428657306358218
56725,0.0030648806132376194
56726,0.00249245623126626
56727,0.023286784067749977
56728,0.003469312097877264
56729,0.02751813270151615
56730,0.0164665374904871
56731,0.0029848162084817886
56732,0.006107178051024675
56733,0.02349451556801796
56734,0.012864910066127777
56735,0.04604286700487137
56736,0.005757221486419439
56737,0.0033098168205469847
56738,0.00417117727920413
56739,0.03046346828341484
56740,0.0028574876487255096
56741,0.015628602355718613
56742,0.0025336153339594603
56743,0.015080112963914871
